date,cyclists,April,August,December,February,January,July,June,March,May,November,October,September,Weekday,Weekend,trend,mean_temp,percip(mm),Holiday,rain_binary,forecast_rain,forecast_temp,forecast_percip
2019-09-03,3624,0,0,0,0,0,0,0,0,0,0,0,1,1,0,246,16.1,0,0,0,0,0,0
2019-09-04,3757,0,0,0,0,0,0,0,0,0,0,0,1,1,0,247,15.2,0,0,0,0,0,0
2019-09-05,3806,0,0,0,0,0,0,0,0,0,0,0,1,1,0,248,15.9,0,0,0,0,0,0
2019-09-06,3241,0,0,0,0,0,0,0,0,0,0,0,1,1,0,249,16.4,0,0,0,0,0,0
2019-09-07,1906,0,0,0,0,0,0,0,0,0,0,0,1,0,1,250,14.8,0,0,0,0,0,0
2019-09-08,1660,0,0,0,0,0,0,0,0,0,0,0,1,0,1,251,14.6,0,0,0,0,0,0
2019-09-09,2716,0,0,0,0,0,0,0,0,0,0,0,1,1,0,252,14.1,0.4,0,1,0,0,0
2019-09-10,3427,0,0,0,0,0,0,0,0,0,0,0,1,1,0,253,14.7,0.2,0,1,0,0,0
2019-09-11,3664,0,0,0,0,0,0,0,0,0,0,0,1,1,0,254,14.5,0,0,0,0,0,0
2019-09-12,2286,0,0,0,0,0,0,0,0,0,0,0,1,1,0,255,15,18.2,0,1,0,0,0
2019-09-13,2438,0,0,0,0,0,0,0,0,0,0,0,1,1,0,256,15.2,0.9,0,1,0,0,0
2019-09-14,1334,0,0,0,0,0,0,0,0,0,0,0,1,0,1,257,14.7,2.2,0,1,0,0,0
2019-09-15,1309,0,0,0,0,0,0,0,0,0,0,0,1,0,1,258,14.6,14.2,0,1,0,0,0
2019-09-16,2891,0,0,0,0,0,0,0,0,0,0,0,1,1,0,259,13.2,0.2,0,1,0,0,0
2019-09-17,1551,0,0,0,0,0,0,0,0,0,0,0,1,1,0,260,13.4,8.8,0,1,0,0,0
2019-09-18,2821,0,0,0,0,0,0,0,0,0,0,0,1,1,0,261,14.6,0.7,0,1,0,0,0
2019-09-19,2948,0,0,0,0,0,0,0,0,0,0,0,1,1,0,262,12.9,0.4,0,1,0,0,0
2019-09-20,3000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,263,14.8,0.3,0,1,0,0,0
2019-09-21,2109,0,0,0,0,0,0,0,0,0,0,0,1,0,1,264,14.6,0,0,0,0,0,0
2019-09-22,795,0,0,0,0,0,0,0,0,0,0,0,1,0,1,265,15.2,4.9,0,1,0,0,0
2019-09-23,1850,0,0,0,0,0,0,0,0,0,0,0,1,1,0,266,13.5,6,0,1,0,0,0
2019-09-24,3158,0,0,0,0,0,0,0,0,0,0,0,1,1,0,267,15.2,0.2,0,1,0,0,0
2019-09-25,3125,0,0,0,0,0,0,0,0,0,0,0,1,1,0,268,,,0,0,0,0,0
2019-09-26,2847,0,0,0,0,0,0,0,0,0,0,0,1,1,0,269,14.5,0.9,0,1,0,0,0
2019-09-27,2799,0,0,0,0,0,0,0,0,0,0,0,1,1,0,270,11.6,3.5,0,1,0,0,0
2019-09-28,1522,0,0,0,0,0,0,0,0,0,0,0,1,0,1,271,12.4,1.9,0,1,0,0,0
2019-09-29,1395,0,0,0,0,0,0,0,0,0,0,0,1,0,1,272,12.5,0,0,0,0,0,0
2019-09-30,2919,0,0,0,0,0,0,0,0,0,0,0,1,1,0,273,11.2,0,0,0,0,0,0
2019-10-01,2954,0,0,0,0,0,0,0,0,0,0,1,0,1,0,274,8.5,0,0,0,0,0,0
2019-10-02,2695,0,0,0,0,0,0,0,0,0,0,1,0,1,0,275,10,0,0,0,0,0,0
2019-10-03,2307,0,0,0,0,0,0,0,0,0,0,1,0,1,0,276,11.9,0.2,0,1,0,0,0
2019-10-04,1795,0,0,0,0,0,0,0,0,0,0,1,0,1,0,277,10.5,4,0,1,0,0,0
2019-10-05,1206,0,0,0,0,0,0,0,0,0,0,1,0,0,1,278,11.6,1.9,0,1,0,0,0
2019-10-06,1518,0,0,0,0,0,0,0,0,0,0,1,0,0,1,279,10.4,0.2,0,1,0,0,0
2019-10-07,1641,0,0,0,0,0,0,0,0,0,0,1,0,1,0,280,12.2,11.5,0,1,0,0,0
2019-10-08,2540,0,0,0,0,0,0,0,0,0,0,1,0,1,0,281,9.1,0.8,0,1,0,0,0
2019-10-09,2866,0,0,0,0,0,0,0,0,0,0,1,0,1,0,282,7,0.3,0,1,0,0,0
2019-10-10,2669,0,0,0,0,0,0,0,0,0,0,1,0,1,0,283,6.5,0,0,0,0,0,0
2019-10-11,2362,0,0,0,0,0,0,0,0,0,0,1,0,1,0,284,9.3,0,0,0,0,0,0
2019-10-12,1096,0,0,0,0,0,0,0,0,0,0,1,0,0,1,285,9.8,0,0,0,0,0,0
2019-10-13,1430,0,0,0,0,0,0,0,0,0,0,1,0,0,1,286,10.9,0.4,0,1,0,0,0
2019-10-14,1030,0,0,0,0,0,0,0,0,0,0,1,0,1,0,287,7.8,0,1,0,0,0,0
2019-10-15,2113,0,0,0,0,0,0,0,0,0,0,1,0,1,0,288,9.5,0.9,0,1,0,0,0
2019-10-16,2105,0,0,0,0,0,0,0,0,0,0,1,0,1,0,289,12,5.6,0,1,0,0,0
2019-10-17,1718,0,0,0,0,0,0,0,0,0,0,1,0,1,0,290,10.8,4.4,0,1,0,0,0
2019-10-18,1408,0,0,0,0,0,0,0,0,0,0,1,0,1,0,291,10,11,0,1,0,0,0
2019-10-19,796,0,0,0,0,0,0,0,0,0,0,1,0,0,1,292,10.3,1,0,1,0,0,0
2019-10-20,595,0,0,0,0,0,0,0,0,0,0,1,0,0,1,293,10.4,1.6,0,1,0,0,0
2019-10-21,1471,0,0,0,0,0,0,0,0,0,0,1,0,1,0,294,10.9,23.5,0,1,0,0,0
2019-10-22,2712,0,0,0,0,0,0,0,0,0,0,1,0,1,0,295,11.5,0.4,0,1,0,0,0
2019-10-23,2775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,296,8.8,0,0,0,0,0,0
2019-10-24,2631,0,0,0,0,0,0,0,0,0,0,1,0,1,0,297,9.9,0,0,0,0,0,0
2019-10-25,2052,0,0,0,0,0,0,0,0,0,0,1,0,1,0,298,10.4,1.2,0,1,0,0,0
2019-10-26,1472,0,0,0,0,0,0,0,0,0,0,1,0,0,1,299,8.4,0,0,0,0,0,0
2019-10-27,1467,0,0,0,0,0,0,0,0,0,0,1,0,0,1,300,8.2,0.2,0,1,0,0,0
2019-10-28,2457,0,0,0,0,0,0,0,0,0,0,1,0,1,0,301,5.8,0,0,0,0,0,0
2019-10-29,2516,0,0,0,0,0,0,0,0,0,0,1,0,1,0,302,6.2,0,0,0,0,0,0
2019-10-30,2478,0,0,0,0,0,0,0,0,0,0,1,0,1,0,303,5.6,0,0,0,0,0,0
2019-10-31,2270,0,0,0,0,0,0,0,0,0,0,1,0,1,0,304,6.2,0,0,0,0,0,0
2019-11-01,2149,0,0,0,0,0,0,0,0,0,1,0,0,1,0,305,7.5,0,0,0,0,0,0
2019-11-02,1504,0,0,0,0,0,0,0,0,0,1,0,0,0,1,306,7.8,0,0,0,0,0,0
2019-11-03,1220,0,0,0,0,0,0,0,0,0,1,0,0,0,1,307,8.1,0,0,0,0,0,0
2019-11-04,2260,0,0,0,0,0,0,0,0,0,1,0,0,1,0,308,8.2,0,0,0,0,0,0
2019-11-05,2462,0,0,0,0,0,0,0,0,0,1,0,0,1,0,309,9.8,0,0,0,0,0,0
2019-11-06,2646,0,0,0,0,0,0,0,0,0,1,0,0,1,0,310,9,0,0,0,0,0,0
2019-11-07,2415,0,0,0,0,0,0,0,0,0,1,0,0,1,0,311,9.2,0,0,0,0,0,0
2019-11-08,2104,0,0,0,0,0,0,0,0,0,1,0,0,1,0,312,7.7,0,0,0,0,0,0
2019-11-09,551,0,0,0,0,0,0,0,0,0,1,0,0,0,1,313,9.5,1.9,0,1,0,0,0
2019-11-10,1171,0,0,0,0,0,0,0,0,0,1,0,0,0,1,314,10.8,0.2,0,1,0,0,0
2019-11-11,1186,0,0,0,0,0,0,0,0,0,1,0,0,1,0,315,9.9,0.3,1,1,0,0,0
2019-11-12,1709,0,0,0,0,0,0,0,0,0,1,0,0,1,0,316,9,6.8,0,1,0,0,0
2019-11-13,2298,0,0,0,0,0,0,0,0,0,1,0,0,1,0,317,9.7,0,0,0,0,0,0
2019-11-14,2193,0,0,0,0,0,0,0,0,0,1,0,0,1,0,318,9,0,0,0,0,0,0
2019-11-15,1585,0,0,0,0,0,0,0,0,0,1,0,0,1,0,319,10.5,6.7,0,1,0,0,0
2019-11-16,609,0,0,0,0,0,0,0,0,0,1,0,0,0,1,320,9.6,2.7,0,1,0,0,0
2019-11-17,731,0,0,0,0,0,0,0,0,0,1,0,0,0,1,321,10.7,14.3,0,1,0,0,0
2019-11-18,1720,0,0,0,0,0,0,0,0,0,1,0,0,1,0,322,7.5,3.1,0,1,0,0,0
2019-11-19,2332,0,0,0,0,0,0,0,0,0,1,0,0,1,0,323,8.8,,0,0,0,0,0
2019-11-20,2521,0,0,0,0,0,0,0,0,0,1,0,0,1,0,324,7.3,0,0,0,0,0,0
2019-11-21,2306,0,0,0,0,0,0,0,0,0,1,0,0,1,0,325,6.4,0.2,0,1,0,0,0
2019-11-22,1921,0,0,0,0,0,0,0,0,0,1,0,0,1,0,326,5.1,0,0,0,0,0,0
2019-11-23,765,0,0,0,0,0,0,0,0,0,1,0,0,0,1,327,7.7,1.4,0,1,0,0,0
2019-11-24,1078,0,0,0,0,0,0,0,0,0,1,0,0,0,1,328,9.2,0.8,0,1,0,0,0
2019-11-25,2116,0,0,0,0,0,0,0,0,0,1,0,0,1,0,329,5.7,0,0,0,0,0,0
2019-11-26,1708,0,0,0,0,0,0,0,0,0,1,0,0,1,0,330,3.7,3.3,0,1,0,0,0
2019-11-27,1527,0,0,0,0,0,0,0,0,0,1,0,0,1,0,331,5.3,0.7,0,1,0,0,0
2019-11-28,1733,0,0,0,0,0,0,0,0,0,1,0,0,1,0,332,4,0,0,0,0,0,0
2019-11-29,1635,0,0,0,0,0,0,0,0,0,1,0,0,1,0,333,2.2,0,0,0,0,0,0
2019-11-30,922,0,0,0,0,0,0,0,0,0,1,0,0,0,1,334,2.3,2.8,0,1,0,0,0
2019-12-01,559,0,0,1,0,0,0,0,0,0,0,0,0,0,1,335,3.6,0,0,0,0,0,0
2019-12-02,1758,0,0,1,0,0,0,0,0,0,0,0,0,1,0,336,5.4,0,0,0,0,0,0
2019-12-03,2017,0,0,1,0,0,0,0,0,0,0,0,0,1,0,337,7.9,0,0,0,0,0,0
2019-12-04,1829,0,0,1,0,0,0,0,0,0,0,0,0,1,0,338,8.2,0.2,0,1,0,0,0
2019-12-05,1991,0,0,1,0,0,0,0,0,0,0,0,0,1,0,339,6.9,0,0,0,0,0,0
2019-12-06,1651,0,0,1,0,0,0,0,0,0,0,0,0,1,0,340,7.5,0,0,0,0,0,0
2019-12-07,592,0,0,1,0,0,0,0,0,0,0,0,0,0,1,341,8.2,3.5,0,1,0,0,0
2019-12-08,1091,0,0,1,0,0,0,0,0,0,0,0,0,0,1,342,8.3,0,0,0,0,0,0
2019-12-09,2160,0,0,1,0,0,0,0,0,0,0,0,0,1,0,343,6.4,0.2,0,1,0,0,0
2019-12-10,1763,0,0,1,0,0,0,0,0,0,0,0,0,1,0,344,5.6,0.8,0,1,0,0,0
2019-12-11,1822,0,0,1,0,0,0,0,0,0,0,0,0,1,0,345,7.8,1.4,0,1,0,0,0
2019-12-12,1463,0,0,1,0,0,0,0,0,0,0,0,0,1,0,346,8.3,6,0,1,0,0,0
2019-12-13,1652,0,0,1,0,0,0,0,0,0,0,0,0,1,0,347,6.6,0,0,0,0,0,0
2019-12-14,800,0,0,1,0,0,0,0,0,0,0,0,0,0,1,348,6,0.3,0,1,0,0,0
2019-12-15,904,0,0,1,0,0,0,0,0,0,0,0,0,0,1,349,4,0.2,0,1,0,0,0
2019-12-16,1756,0,0,1,0,0,0,0,0,0,0,0,0,1,0,350,6.1,0,0,0,0,0,0
2019-12-17,1978,0,0,1,0,0,0,0,0,0,0,0,0,1,0,351,7.5,0,0,0,0,0,0
2019-12-18,1481,0,0,1,0,0,0,0,0,0,0,0,0,1,0,352,7.2,0.9,0,1,0,0,0
2019-12-19,1313,0,0,1,0,0,0,0,0,0,0,0,0,1,0,353,8,2.7,0,1,0,0,0
2019-12-20,867,0,0,1,0,0,0,0,0,0,0,0,0,1,0,354,7.4,1.3,0,1,0,0,0
2019-12-21,708,0,0,1,0,0,0,0,0,0,0,0,0,0,1,355,6.5,3.7,0,1,0,0,0
2019-12-22,928,0,0,1,0,0,0,0,0,0,0,0,0,0,1,356,5.8,0,0,0,0,0,0
2019-12-23,1042,0,0,1,0,0,0,0,0,0,0,0,0,1,0,357,4.7,0.5,0,1,0,0,0
2019-12-24,848,0,0,1,0,0,0,0,0,0,0,0,0,1,0,358,4.9,0,0,0,0,0,0
2019-12-25,304,0,0,1,0,0,0,0,0,0,0,0,0,1,0,359,5.1,3,1,1,0,0,0
2019-12-26,527,0,0,1,0,0,0,0,0,0,0,0,0,1,0,360,4.1,0,0,0,0,0,0
2019-12-27,955,0,0,1,0,0,0,0,0,0,0,0,0,1,0,361,6.1,0,0,0,0,0,0
2019-12-28,642,0,0,1,0,0,0,0,0,0,0,0,0,0,1,362,6.5,0,0,0,0,0,0
2019-12-29,824,0,0,1,0,0,0,0,0,0,0,0,0,0,1,363,7.9,0,0,0,0,0,0
2019-12-30,1303,0,0,1,0,0,0,0,0,0,0,0,0,1,0,364,8.4,0,0,0,0,0,0
2019-12-31,529,0,0,1,0,0,0,0,0,0,0,0,0,1,0,365,9.7,,0,0,0,0,0
2020-01-01,835,0,0,0,0,1,0,0,0,0,0,0,0,1,0,366,9.1,,1,0,0,0,0
2020-01-02,989,0,0,0,0,1,0,0,0,0,0,0,0,1,0,367,6.3,,0,0,0,0,0
2020-01-03,1194,0,0,0,0,1,0,0,0,0,0,0,0,1,0,368,9.3,,0,0,0,0,0
2020-01-04,483,0,0,0,0,1,0,0,0,0,0,0,0,0,1,369,6.9,,0,0,0,0,0
2020-01-05,576,0,0,0,0,1,0,0,0,0,0,0,0,0,1,370,5.5,,0,0,0,0,0
2020-01-06,1149,0,0,0,0,1,0,0,0,0,0,0,0,1,0,371,5.8,,0,0,0,0,0
2020-01-07,1565,0,0,0,0,1,0,0,0,0,0,0,0,1,0,372,8.5,,0,0,0,0,0
2020-01-08,1973,0,0,0,0,1,0,0,0,0,0,0,0,1,0,373,4.4,,0,0,0,0,0
2020-01-09,1897,0,0,0,0,1,0,0,0,0,0,0,0,1,0,374,2.9,,0,0,0,0,0
2020-01-10,1032,0,0,0,0,1,0,0,0,0,0,0,0,1,0,375,5.3,,0,0,0,0,0
2020-01-11,727,0,0,0,0,1,0,0,0,0,0,0,0,0,1,376,5.9,,0,0,0,0,0
2020-01-12,368,0,0,0,0,1,0,0,0,0,0,0,0,0,1,377,3.2,,0,0,0,0,0
2020-01-13,272,0,0,0,0,1,0,0,0,0,0,0,0,1,0,378,-2.5,,0,0,0,0,0
2020-01-14,209,0,0,0,0,1,0,0,0,0,0,0,0,1,0,379,-3.9,,0,0,0,0,0
2020-01-15,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,380,0.4,,0,0,0,0,0
2020-01-16,218,0,0,0,0,1,0,0,0,0,0,0,0,1,0,381,4.1,,0,0,0,0,0
2020-01-17,282,0,0,0,0,1,0,0,0,0,0,0,0,1,0,382,1.7,,0,0,0,0,0
2020-01-18,379,0,0,0,0,1,0,0,0,0,0,0,0,0,1,383,6.6,,0,0,0,0,0
2020-01-19,560,0,0,0,0,1,0,0,0,0,0,0,0,0,1,384,7.6,,0,0,0,0,0
2020-01-20,1597,0,0,0,0,1,0,0,0,0,0,0,0,1,0,385,8.3,,0,0,0,0,0
2020-01-21,1725,0,0,0,0,1,0,0,0,0,0,0,0,1,0,386,8.5,,0,0,0,0,0
2020-01-22,1466,0,0,0,0,1,0,0,0,0,0,0,0,1,0,387,7.6,,0,0,0,0,0
2020-01-23,1305,0,0,0,0,1,0,0,0,0,0,0,0,1,0,388,9,,0,0,0,0,0
2020-01-24,1534,0,0,0,0,1,0,0,0,0,0,0,0,1,0,389,8.5,,0,0,0,0,0
2020-01-25,905,0,0,0,0,1,0,0,0,0,0,0,0,0,1,390,8.2,,0,0,0,0,0
2020-01-26,1152,0,0,0,0,1,0,0,0,0,0,0,0,0,1,391,9.2,,0,0,0,0,0
2020-01-27,1670,0,0,0,0,1,0,0,0,0,0,0,0,1,0,392,8,,0,0,0,0,0
2020-01-28,1555,0,0,0,0,1,0,0,0,0,0,0,0,1,0,393,7.5,,0,0,0,0,0
2020-01-29,1517,0,0,0,0,1,0,0,0,0,0,0,0,1,0,394,8.5,4.8,0,1,0,0,0
2020-01-30,1639,0,0,0,0,1,0,0,0,0,0,0,0,1,0,395,5.4,29.2,0,1,0,0,0
2020-01-31,945,0,0,0,0,1,0,0,0,0,0,0,0,1,0,396,11,35.8,0,1,0,0,0
2020-02-01,830,0,0,0,1,0,0,0,0,0,0,0,0,0,1,397,7.4,0,0,0,0,0,0
2020-02-02,869,0,0,0,1,0,0,0,0,0,0,0,0,0,1,398,4,0,0,0,0,0,0
2020-02-03,1702,0,0,0,1,0,0,0,0,0,0,0,0,1,0,399,2.5,10.4,0,1,0,0,0
2020-02-04,1003,0,0,0,1,0,0,0,0,0,0,0,0,1,0,400,2.3,14.4,0,1,0,0,0
2020-02-05,1230,0,0,0,1,0,0,0,0,0,0,0,0,1,0,401,3.7,15.7,0,1,0,0,0
2020-02-06,1147,0,0,0,1,0,0,0,0,0,0,0,0,1,0,402,5.4,10.8,0,1,0,0,0
2020-02-07,1160,0,0,0,1,0,0,0,0,0,0,0,0,1,0,403,6.6,2.7,0,1,0,0,0
2020-02-08,1250,0,0,0,1,0,0,0,0,0,0,0,0,0,1,404,6.9,0,0,0,0,0,0
2020-02-09,1103,0,0,0,1,0,0,0,0,0,0,0,0,0,1,405,3.4,0,0,0,0,0,0
2020-02-10,2025,0,0,0,1,0,0,0,0,0,0,0,0,1,0,406,6,0,0,0,0,0,0
2020-02-11,2162,0,0,0,1,0,0,0,0,0,0,0,0,1,0,407,7,0,0,0,0,0,0
2020-02-12,1996,0,0,0,1,0,0,0,0,0,0,0,0,1,0,408,6.6,2.4,0,1,0,0,0
2020-02-13,1526,0,0,0,1,0,0,0,0,0,0,0,0,1,0,409,6.7,0.7,0,1,0,0,0
2020-02-14,1697,0,0,0,1,0,0,0,0,0,0,0,0,1,0,410,6.8,1.4,0,1,0,0,0
2020-02-15,828,0,0,0,1,0,0,0,0,0,0,0,0,0,1,411,7.4,0,0,0,0,0,0
2020-02-16,986,0,0,0,1,0,0,0,0,0,0,0,0,0,1,412,6.5,0,0,0,0,0,0
2020-02-17,1427,0,0,0,1,0,0,0,0,0,0,0,0,1,0,413,3.6,0,1,0,0,0,0
2020-02-18,2167,0,0,0,1,0,0,0,0,0,0,0,0,1,0,414,3.8,0,0,0,0,0,0
2020-02-19,2080,0,0,0,1,0,0,0,0,0,0,0,0,1,0,415,5,0,0,0,0,0,0
2020-02-20,2203,0,0,0,1,0,0,0,0,0,0,0,0,1,0,416,6.1,0,0,0,0,0,0
2020-02-21,1893,0,0,0,1,0,0,0,0,0,0,0,0,1,0,417,5,1.7,0,1,0,0,0
2020-02-22,1138,0,0,0,1,0,0,0,0,0,0,0,0,0,1,418,7.5,10.3,0,1,0,0,0
2020-02-23,324,0,0,0,1,0,0,0,0,0,0,0,0,0,1,419,6.4,0.2,0,1,0,0,0
2020-02-24,1844,0,0,0,1,0,0,0,0,0,0,0,0,1,0,420,6.4,0.2,0,1,0,0,0
2020-02-25,1952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,421,5,0,0,0,0,0,0
2020-02-26,2223,0,0,0,1,0,0,0,0,0,0,0,0,1,0,422,6.8,0,0,0,0,0,0
2020-02-27,2113,0,0,0,1,0,0,0,0,0,0,0,0,1,0,423,8.1,6,0,1,0,0,0
2020-02-28,1635,0,0,0,1,0,0,0,0,0,0,0,0,1,0,424,5.7,2.2,0,1,0,0,0
2020-02-29,1372,0,0,0,1,0,0,0,0,0,0,0,0,0,1,425,6.7,0.7,0,1,0,0,0
2020-03-01,1133,0,0,0,0,0,0,0,1,0,0,0,0,0,1,426,3.7,3.2,0,1,0,0,0
2020-03-02,1422,0,0,0,0,0,0,0,1,0,0,0,0,1,0,427,7.5,0,0,0,0,0,0
2020-03-03,2108,0,0,0,0,0,0,0,1,0,0,0,0,1,0,428,8.4,0.3,0,1,0,0,0
2020-03-04,2431,0,0,0,0,0,0,0,1,0,0,0,0,1,0,429,7.3,1.8,0,1,0,0,0
2020-03-05,1912,0,0,0,0,0,0,0,1,0,0,0,0,1,0,430,7.1,0,0,0,0,0,0
2020-03-06,2115,0,0,0,0,0,0,0,1,0,0,0,0,1,0,431,5.4,0,0,0,0,0,0
2020-03-07,1215,0,0,0,0,0,0,0,1,0,0,0,0,0,1,432,4,0,0,0,0,0,0
2020-03-08,1137,0,0,0,0,0,0,0,1,0,0,0,0,0,1,433,3.9,0,0,0,0,0,0
2020-03-09,2038,0,0,0,0,0,0,0,1,0,0,0,0,1,0,434,3.5,0,0,0,0,0,0
2020-03-10,1880,0,0,0,0,0,0,0,1,0,0,0,0,1,0,435,5.2,0,0,0,0,0,0
2020-03-11,2485,0,0,0,0,0,0,0,1,0,0,0,0,1,0,436,7.5,0.4,0,1,0,0,0
2020-03-12,1927,0,0,0,0,0,0,0,1,0,0,0,0,1,0,437,4.9,0,0,0,0,0,0
2020-03-13,1425,0,0,0,0,0,0,0,1,0,0,0,0,1,0,438,4.5,0,0,0,0,0,0
2020-03-14,405,0,0,0,0,0,0,0,1,0,0,0,0,0,1,439,1.5,0,0,0,0,0,0
2020-03-15,904,0,0,0,0,0,0,0,1,0,0,0,0,0,1,440,4.1,0,0,0,0,0,0
2020-03-16,1949,0,0,0,0,0,0,0,1,0,0,0,0,1,0,441,6.1,0,0,0,0,0,0
2020-03-17,1803,0,0,0,0,0,0,0,1,0,0,0,0,1,0,442,5.3,0,0,0,0,0,0
2020-03-18,2091,0,0,0,0,0,0,0,1,0,0,0,0,1,0,443,5.8,0,0,0,0,0,0
2020-03-19,1783,0,0,0,0,0,0,0,1,0,0,0,0,1,0,444,5,0,0,0,0,0,0
2020-03-20,1945,0,0,0,0,0,0,0,1,0,0,0,0,1,0,445,6.8,0,0,0,0,0,0
2020-03-21,2106,0,0,0,0,0,0,0,1,0,0,0,0,0,1,446,6.9,0,0,0,0,0,0
2020-03-22,1192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,447,6.9,3.3,0,1,0,0,0
2020-03-23,1217,0,0,0,0,0,0,0,1,0,0,0,0,1,0,448,7.2,2,0,1,0,0,0
2020-03-24,1065,0,0,0,0,0,0,0,1,0,0,0,0,1,0,449,6.3,0,0,0,0,0,0
2020-03-25,1789,0,0,0,0,0,0,0,1,0,0,0,0,1,0,450,6.5,1.1,0,1,0,0,0
2020-03-26,883,0,0,0,0,0,0,0,1,0,0,0,0,1,0,451,7.2,2,0,1,0,0,0
2020-03-27,856,0,0,0,0,0,0,0,1,0,0,0,0,1,0,452,7.5,2.1,0,1,0,0,0
2020-03-28,1047,0,0,0,0,0,0,0,1,0,0,0,0,0,1,453,9.2,1.9,0,1,0,0,0
2020-03-29,2298,0,0,0,0,0,0,0,1,0,0,0,0,0,1,454,9,6,0,1,0,0,0
2020-03-30,601,0,0,0,0,0,0,0,1,0,0,0,0,1,0,455,6.7,0.8,0,1,0,0,0
2020-03-31,1423,0,0,0,0,0,0,0,1,0,0,0,0,1,0,456,5.7,4.6,0,1,0,0,0
2020-04-01,1347,1,0,0,0,0,0,0,0,0,0,0,0,1,0,457,6.1,0,0,0,0,0,0
2020-04-02,1377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,458,5.4,0.3,0,1,0,0,0
2020-04-03,765,1,0,0,0,0,0,0,0,0,0,0,0,1,0,459,5.5,0.3,0,1,0,0,0
2020-04-04,1480,1,0,0,0,0,0,0,0,0,0,0,0,0,1,460,6,0,0,0,0,0,0
2020-04-05,1683,1,0,0,0,0,0,0,0,0,0,0,0,0,1,461,8.2,0,0,0,0,0,0
2020-04-06,1837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,462,7.5,0,0,0,0,0,0
2020-04-07,1903,1,0,0,0,0,0,0,0,0,0,0,0,1,0,463,9.1,0,0,0,0,0,0
2020-04-08,2052,1,0,0,0,0,0,0,0,0,0,0,0,1,0,464,9.6,0,0,0,0,0,0
2020-04-09,1953,1,0,0,0,0,0,0,0,0,0,0,0,1,0,465,8.6,0,0,0,0,0,0
2020-04-10,2220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,466,9.4,0,1,0,0,0,0
2020-04-11,2162,1,0,0,0,0,0,0,0,0,0,0,0,0,1,467,11,0,0,0,0,0,0
2020-04-12,2429,1,0,0,0,0,0,0,0,0,0,0,0,0,1,468,9.5,0,0,0,0,0,0
2020-04-13,2147,1,0,0,0,0,0,0,0,0,0,0,0,1,0,469,9.1,0,0,0,0,0,0
2020-04-14,1836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,470,10.3,0,0,0,0,0,0
2020-04-15,2282,1,0,0,0,0,0,0,0,0,0,0,0,1,0,471,11.7,0,0,0,0,0,0
2020-04-16,2388,1,0,0,0,0,0,0,0,0,0,0,0,1,0,472,12.2,0,0,0,0,0,0
2020-04-17,1714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,473,8.9,0,0,0,0,0,0
2020-04-18,2239,1,0,0,0,0,0,0,0,0,0,0,0,0,1,474,11.1,0,0,0,0,0,0
2020-04-19,2693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,475,11.1,0,0,0,0,0,0
2020-04-20,2158,1,0,0,0,0,0,0,0,0,0,0,0,1,0,476,10.9,0,0,0,0,0,0
2020-04-21,1553,1,0,0,0,0,0,0,0,0,0,0,0,1,0,477,11,15.8,0,1,0,0,0
2020-04-22,405,1,0,0,0,0,0,0,0,0,0,0,0,1,0,478,9.9,0,0,0,0,0,0
2020-04-23,1955,1,0,0,0,0,0,0,0,0,0,0,0,1,0,479,11.5,0,0,0,0,0,0
2020-04-24,1743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,480,10.8,2.1,0,1,0,0,0
2020-04-25,1180,1,0,0,0,0,0,0,0,0,0,0,0,0,1,481,11.2,2.7,0,1,0,0,0
2020-04-26,2221,1,0,0,0,0,0,0,0,0,0,0,0,0,1,482,11.3,0.9,0,1,0,0,0
2020-04-27,1657,1,0,0,0,0,0,0,0,0,0,0,0,1,0,483,11,0.8,0,1,0,0,0
2020-04-28,1167,1,0,0,0,0,0,0,0,0,0,0,0,1,0,484,9.5,0.4,0,1,0,0,0
2020-04-29,1807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,485,12.6,0,0,0,0,0,0
2020-04-30,2199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,486,11.6,0,0,0,0,0,0
2020-05-01,2033,0,0,0,0,0,0,0,0,1,0,0,0,1,0,487,12.3,2.6,0,1,0,0,0
2020-05-02,884,0,0,0,0,0,0,0,0,1,0,0,0,0,1,488,11.7,1.5,0,1,0,0,0
2020-05-03,2493,0,0,0,0,0,0,0,0,1,0,0,0,0,1,489,9.3,0,0,0,0,0,0
2020-05-04,1603,0,0,0,0,0,0,0,0,1,0,0,0,1,0,490,10.5,0,0,0,0,0,0
2020-05-05,2739,0,0,0,0,0,0,0,0,1,0,0,0,1,0,491,12.6,0,0,0,0,0,0
2020-05-06,1910,0,0,0,0,0,0,0,0,1,0,0,0,1,0,492,11.5,0,0,0,0,0,0
